annee_scolaire,diplome,libelle_diplome,code_niveau,type_diplome,code_groupe_specialite,libelle_specialite,libelle_specialite_com,id_og,libelle_og,id_etab,nom_complet_cfa,numero_section,duree_formation_mois,annee_formation,id_siteformation,code_uai_site,libelle_lien_cfa,nom_site_formation,adresse1_site,adresse2_site,adresse3_site,code_commune_site_insee,code_postal_site,libelle_ville_site,num_section,age_jeune_decembre,handicap_oui_non_vide,code_sexe,sexe,code_qualite,libelle_qualite,code_nationalite,libelle_nationalite,code_pcs,libelle_pcs_parent,code_statut_jeune,libelle_statut_jeune,code_origine_prec_cfa,libelle_origine_prec_cfa,code_origine_annee_prec,libelle_origine_annee_prec,code_depart_jeune_insee,code_commune_jeune_insee,code_postal_jeune,libelle_ville_jeune,code_naf_entreprise,depart_entreprise,code_insee_entreprise,code_uai_etab_annee_prec,ref_og,ref_etab,ref_formation,ref_diplome,ref_entreprise,ref_jeune
9/10/2024,17025002,"Ingénieur technicien industriel, spécialité mécatronique, diplôme Institut sciences et techniques de l'Université de Versailles (ING)",1,ING,250,Spécialités pluri-technologiques mécanique-électricité (y compris maintenance mécanique-électricité),Mécanique et électricité : conception et maintenance,95,Association INGENIEURS 2000,133,CFA Ingénieurs 2000,18,36,1,1491,0782104N,Convention L6231-3,Université de Versailles Saint-Quentin en Yvelines,28 boulevard Roger Salengro,,,78362,78711,MANTES-LA-VILLE,18,21,N,M,Masculin,E,Externe,1,France,99,Non renseigné (inconnu ou sans objet),A,Contrat d'apprentissage,61,2EME ANNEE BTS (en lycée),61,2EME ANNEE BTS (en lycée),77,77083,77170,CHAMPS-SUR-MARNE,2932Z,80.0,80001.0,94,da0a46c6-e507-4698-abba-517aab0c0a2f,72a39e34-65e0-4577-9506-987ea9d0fa20,1949dfde-0e6a-427f-b594-960240083acd,ae48fcb0-6f7b-47ae-a6ee-071fc604f755,58b8e7e1-119e-421d-8e30-e155b8792223,f66a5c67-618b-4325-afd1-0861c62c049e
9/10/2024,25032649,Systèmes informatiques et logiciels : administration des systèmes et réseaux (LICENCE PRO),2,LICENCE PRO,326,"Informatique, traitement de l'information, réseaux de transmission des données","Informatique, réseaux",14,Association pour la Formation Universitaire par l'Apprentissage,14,CFA SUP 2000,237,12,1,919,0772347H,Convention L6231-3,Université Paris Est Créteil - IUT de Sénart,Avenue Pierre Point,,,77251,77127,LIEUSAINT,237,20,,M,Masculin,E,Externe,1,France,99,Non renseigné (inconnu ou sans objet),A,Contrat d'apprentissage,61,2EME ANNEE BTS (en lycée),61,2EME ANNEE BTS (en lycée),77,77166,77250,ECUELLES,4778C,91.0,91228.0,0770920G,39c6fee7-2e2a-4840-b46a-4837ccbaf4ef,173bf3d1-c64d-4b57-a49e-7f13de700f45,1e1f0463-ff7f-4cce-9fd7-0c563053395b,ace00339-84c6-4512-b096-a778de6a0114,765c351d-5467-4f80-9b7e-f0173d60ce8e,30b10e42-a9af-4335-9ec4-e52ce9337a4c
9/10/2024,25034308,Protection de l'environnement : eau - ressource et qualité de l'eau dans l'environnement (LP Paris 6),2,LICENCE PRO,343,"Nettoyage, assainissement, protection de l'environnement","Hygiène, propreté et environnement",57,Chambre de Commerce et d'Industrie de Versailles Val d'Oise - Yvelines,74,CFA de la CCIV-Université Pierre-et-Marie-Curie-Paris VI,22,12,1,1912,0751722P,Local du CFA,CFA UPMC - Université Pierre et Marie Curie,Batiment Esclangon - Atrium,Place Jussieu,,75105,75005,PARIS,22,22,,F,Féminin,E,Externe,1,France,99,Non renseigné (inconnu ou sans objet),A,Contrat d'apprentissage,61,2EME ANNEE BTS (en lycée),61,2EME ANNEE BTS (en lycée),77,77058,77600,BUSSY-SAINT-GEORGES,7112B,78.0,78358.0,75,70af58c0-1dd8-4494-8a3d-c8b0eb894064,f45b2c57-af4c-49cf-a8a7-d32afd4821b5,7b6b0aa6-3bff-4b2f-b207-c3127559faf6,7f7ffbf5-18a8-40c9-812e-fc7be94d87d9,69f692bb-e0ca-45c9-b296-5f0ec177aea8,233e76f5-b739-46e5-8dc3-27cf5c947f00
9/10/2024,40321203,Technicien conseil vente en animalerie (BAC PRO AG),4,BAC PRO AG,212,"Productions animales, élevage specialisé, aquaculture, soins aux animaux (y compris vétérinaire)","Agriculture, espaces verts, élevage et soins des animaux",132,Association pour le Développement de l'Apprentissage Francilien Agricole,175,CFA des Métiers de l'Agriculture - ADAFA,23,24,1,737,0781070P,Convention L6231-3,Lycée Agricole Le Buat,21 rue du Buat,,,78380,78580,MAULE,23,19,N,F,Féminin,D,Demi-pensionnaire,1,France,55,Employé de commerce,A,Contrat d'apprentissage,49,1ERE GENERALE OU TECHNOLOGIQUE (en lycée),81,2EME ANNEE BEP (STATUT APPRENTISSAGE),78,78165,78340,LES CLAYES-SOUS-BOIS,9529Z,75.0,75115.0,0754871M,d993bb09-06af-455d-8349-c189cc7a098f,4a5de29c-6f31-4dad-b06b-ca2ee512d6fd,b95a47eb-94e0-4b7c-9ceb-9d33666f02e2,58430fef-2004-4740-8bcd-9caba1d24496,f1eb32a3-b3c6-493e-9143-332546a13b74,879897cb-8ed8-4147-8700-9a08f59f813d
9/10/2024,25020101,Gestion de la production industrielle : management et ingénierie des systèmes multi techniques (LP Paris 13),2,LICENCE PRO,201,"Techno. de commandes des transformations industrielles (automatismes et robotique industriels,informatique industrielle)",Technologies et management de la production,14,Association pour la Formation Universitaire par l'Apprentissage,14,CFA SUP 2000,84,12,1,505,0931002J,Convention L6231-3,Université Paris XIII - IUT de Saint-Denis,Place du 8 mai 1945,,,93066,93200,SAINT-DENIS,84,22,,M,Masculin,E,Externe,1,France,99,Non renseigné (inconnu ou sans objet),A,Contrat d'apprentissage,65,2EME ANNEE IUT,65,2EME ANNEE IUT,93,93048,93100,MONTREUIL,2222Z,77.0,77369.0,94,eff74067-8a03-4bbd-a7d0-797ad0c6a304,63ebbbed-3bce-49dd-8c1d-55670df47666,4c94a4f4-c965-4f14-af9e-2da95db9a853,397ef75a-7554-41d2-a39b-9ea09c650965,23d4475e-5917-4493-91a7-0d2a1efc4bb4,f6687eea-36a7-4b61-b0ae-6c2acf5ac89d
9/10/2024,16031401,Comptabilité et gestion (diplôme supérieur de DSCG),1,DIV-1,314,"Comptabilité, gestion","Comptabilité, gestion",81,Association des Comptables Enseignement,116,CFA pour l'expertise-comptable - ACE,24,24,2,209,0754674Y,Local du CFA,CFA Expertise Comptable,58 rue du Professeur Gosset,,,75118,75018,PARIS,24,25,,M,Masculin,E,Externe,1,France,99,Non renseigné (inconnu ou sans objet),A,Contrat d'apprentissage,105,APPRENTISSAGE BAC+3 (STATUT APPRENTISSAGE),107,APPRENTISSAGE BAC+4 (STATUT APPRENTISSAGE),35,35238,35000,RENNES,5829C,75.0,75117.0,0754674Y,32973216-13b8-40df-9aa1-77bbf0bab874,d36d6cf2-8654-4677-ac18-e865f54e2bdc,15d765c1-c86b-422b-839d-870b146458d4,c8d75651-afb1-409e-a907-2fd8cb698063,a128937d-c472-4761-ac1c-64ee1e53d7da,bff38dd9-408b-498e-a9cc-e73ccc5571c1
9/10/2024,26X31201,Responsable de développement commercial (TITRE PRO Niv 2),2,TH2-X,312,"Commerce, vente","Commerce, vente",53,Institut de Gestion Sociale,61,CFA Institut de Gestion Sociale,52,24,1,103,0754738T,Annexe du CFA,CFA Bureautique Appliquée,7 rue Pierre Dupont,,,75110,75010,PARIS,52,25,N,M,Masculin,X,Interne/Externe,1,France,99,Non renseigné (inconnu ou sans objet),A,Contrat d'apprentissage,97,1ERE ANNEE DUT (STATUT APPRENTISSAGE),103,APPRENTISSAGE BAC+2 (AUTRE QUE BTS OU DUT) (STATUT APPRENTISSAGE),93,93071,93270,SEVRAN,6110Z,75.0,75108.0,75,d6729a20-d363-4f2a-9e20-8d1fed1f5cfe,b8bff13a-f39d-4a7c-a0de-f4278c1a3fcd,f43a71e0-f822-4418-85fc-772976ee2567,0ebdacf6-5a17-46c9-b14c-a0e5489ef1b2,406348d8-f63f-4ba0-ae6b-6a3c473cda26,67209434-1f2d-4265-91b7-44dc0f43b8d3
9/10/2024,40031402,Comptabilité (BAC PRO),4,BAC PRO,314,"Comptabilité, gestion","Comptabilité, gestion",53,Institut de Gestion Sociale,61,CFA Institut de Gestion Sociale,9,24,2,103,0754738T,Annexe du CFA,CFA Bureautique Appliquée,7 rue Pierre Dupont,,,75110,75010,PARIS,9,21,N,F,Féminin,X,Interne/Externe,1,France,99,Non renseigné (inconnu ou sans objet),A,Contrat d'apprentissage,39,TERMINALE DE BEP OU 2EME ANNEE CAP EN 2 ANS (en lycée),89,1ERE ANNEE BAC PRO OU BT (STATUT APPRENTISSAGE),77,77349,77280,OTHIS,6920Z,77.0,77169.0,75,f09fa256-c3b5-42b3-b21b-7c31405f56a6,b1aef5d9-96ce-4b80-8bc0-4dae20e38c37,7c8c0030-0410-48c0-9fd8-21b40af85c54,7493ebe9-d22a-4406-af62-18691a5016c1,b58ea9e2-2635-458f-820d-165f3ea43ac1,1858c46f-319f-47fd-9d33-58a634a5a09f
9/10/2024,25022203,Industries chimiques et pharmaceutiques spé gestion de la qualité et des risques dans les bio-industries (LP Paris 6),2,LICENCE PRO,222,Transformations chimiques et apparentées (y compris industrie pharmaceutique),"Chimie (parfum, cosmétique, pétrole, traitement de l'eau...)",57,Chambre de Commerce et d'Industrie de Versailles Val d'Oise - Yvelines,74,CFA de la CCIV-Université Pierre-et-Marie-Curie-Paris VI,20,12,1,1912,0751722P,Local du CFA,CFA UPMC - Université Pierre et Marie Curie,Batiment Esclangon - Atrium,Place Jussieu,,75105,75005,PARIS,20,21,,M,Masculin,E,Externe,1,France,99,Non renseigné (inconnu ou sans objet),A,Contrat d'apprentissage,61,2EME ANNEE BTS (en lycée),61,2EME ANNEE BTS (en lycée),78,78368,78124,MAREIL-SUR-MAULDRE,1039B,78.0,78382.0,28,b9a8bf8b-9fee-4010-b974-9e5b72020936,78d8db3e-d5e2-4ea5-88c1-515450cf4b33,858968b4-29bb-45d5-a093-1621bbda14d9,7aa094f8-7c74-46a9-917b-126e0962f7b7,4a7b5210-fdb3-4eb3-9576-4eeaf6d0589b,fa085445-d71e-4e26-a0f7-f21c5fb40e99
9/10/2024,32032408,Assistant de manager (BTS),3,BTS,324,"Secrétariat, bureautique","Secrétariat, bureautique",53,Institut de Gestion Sociale,61,CFA Institut de Gestion Sociale,54,24,1,102,0752944T,Local du CFA,CFA Bureautique Appliquée,12 rue Alexandre Parodi,,,75110,75010,PARIS,54,23,N,M,Masculin,X,Interne/Externe,1,France,99,Non renseigné (inconnu ou sans objet),A,Contrat d'apprentissage,111,EMPLOI (Y COMPRIS CES),111,EMPLOI (Y COMPRIS CES),77,77479,77360,VAIRES-SUR-MARNE,6202A,92.0,92026.0,75,8b77f177-eae1-4b45-98b2-8f426b7575b6,fdfaa280-72f7-4299-91e9-c62211c3071a,3a1ee50c-c81a-47cb-ba8d-8e7eda7639ae,5d29b4ac-9929-4060-baba-1e0f0fcf4ff3,d9f06be7-6e83-444b-9768-27e06527a0b7,e1957e5b-391d-4fce-90cc-d2ebcc5088dd
9/10/2024,32032408,Assistant de manager (BTS),3,BTS,324,"Secrétariat, bureautique","Secrétariat, bureautique",53,Institut de Gestion Sociale,61,CFA Institut de Gestion Sociale,54,24,2,102,0752944T,Local du CFA,CFA Bureautique Appliquée,12 rue Alexandre Parodi,,,75110,75010,PARIS,54,21,N,F,Féminin,X,Interne/Externe,1,France,99,Non renseigné (inconnu ou sans objet),A,Contrat d'apprentissage,111,EMPLOI (Y COMPRIS CES),93,1ERE ANNEE BTS (STATUT APPRENTISSAGE),75,75111,75011,PARIS,6920Z,75.0,75102.0,75,2ac22ccb-d292-4a10-879c-9f20d6c752f8,e1415cc8-e85f-4d31-bf73-a84fba031cc7,65bfc68a-d360-47b7-93db-694a90b75a5f,d1e113fe-52eb-419c-9314-f12e4fe1ed44,6d3fc8ae-a0d7-47dc-a382-9d2407911d91,7f380506-b91f-4cd5-a597-d99307349cdb
9/10/2024,25011802,Biotechnologies : génomique (LP),2,LICENCE PRO,118,Sciences de la vie,Mathématiques et sciences,5,Association pour la Formation dans les Industries Chimiques et Parachimiques de la région IdF,5,CFA AFI 24 Île-de-France,59,12,1,269,0753471R,UFA (L6232-8),Conservatoire National des Arts et Métiers - CNAM,292 rue Saint-Martin,,,75103,75003,PARIS,59,21,,M,Masculin,E,Externe,1,France,99,Non renseigné (inconnu ou sans objet),A,Contrat d'apprentissage,61,2EME ANNEE BTS (en lycée),61,2EME ANNEE BTS (en lycée),49,49132,49330,ETRICHE,7219Z,75.0,75105.0,49,8d25eef4-7789-4a84-b13c-0b130908f64a,7c304f23-5188-4262-9c12-e511ead348ab,f0b7ca34-3e2d-4bea-aeb4-9691cc684499,1296f24e-b42b-4b79-a22f-28413cc98db0,6a37f877-face-44ba-bed3-6f3c68c0d898,15f8dd53-c3ba-4ce4-8cf3-ce2b67232a74
9/10/2024,25020047,Production industrielle spe ingénierie & CAO (PARIS 11),2,LICENCE PRO,200,"Technol. industrielles fondamentales (génie industriel, et procédés de transformation, spécia. à dominante fonctionnelle",Technologies et management de la production,17,Association Union Université Economie,18,CFA Union des Universités,19,12,1,46,0941879G,Convention L6231-3,IUT de Cachan,9 avenue de la Division Leclerc,,,94016,94230,CACHAN,19,23,N,M,Masculin,E,Externe,1,France,99,Non renseigné (inconnu ou sans objet),A,Contrat d'apprentissage,95,2EME ANNEE BTS (STATUT APPRENTISSAGE),95,2EME ANNEE BTS (STATUT APPRENTISSAGE),99,99999,91250,,3030Z,77.0,77296.0,91,78690bf9-4130-44c0-9968-345e24a9e9e1,a66cdb79-2b52-48aa-ac21-e0f7e6bce4f2,db7c4a81-a7d0-443b-8585-b621a0c2bf3d,3e6ef968-d0cf-432c-b682-ad806995d090,dc2de3f1-2f32-4e54-8dff-aa6365e9a002,fb5895a1-15a3-49d2-8d27-aa3fa13640aa
9/10/2024,1703260C,"Ingénieur diplôme de l'école polytechnique de l'université de Paris XI, spécialité informatique (ING IFIPS)",1,ING,326,"Informatique, traitement de l'information, réseaux de transmission des données","Informatique, réseaux",17,Association Union Université Economie,18,CFA Union des Universités,39,36,2,567,0912231F,Convention L6231-3,Faculté des Sciences d'Orsay,15 rue Georges Clémenceau,,,91471,91400,ORSAY,39,21,N,F,Féminin,E,Externe,1,France,99,Non renseigné (inconnu ou sans objet),A,Contrat d'apprentissage,65,2EME ANNEE IUT,103,APPRENTISSAGE BAC+2 (AUTRE QUE BTS OU DUT) (STATUT APPRENTISSAGE),78,78160,78460,CHEVREUSE,6201Z,75.0,75112.0,0912231F,c590b509-9ee8-483e-992a-2d8803fed52b,d8748e12-4c55-481b-9a3d-36245cc36803,aafa026f-5627-4d49-85d4-8ded245985a0,ff3a5868-9a4e-4b75-9d98-0589521a3bce,cd34928e-4da3-45b8-9f05-012e3fb0569f,bdcb13c1-ad7a-4453-81a0-87d1e581c794
9/10/2024,46X25502,Conseiller services en électrodomestique et multimédia (FODIPEG TP NIV IV),4,TH4-X,255,"Electricité, électronique (non compris automatismes, productique)","Électricité, électronique",59,Association pour la Formation dans la Distribution et l'Industrie des Produits de l'Electronique Grand Public,82,CFA Eugène-Ducretet,12,12,1,132,0922274X,Local du CFA,CFA Eugène Ducretet,84 rue Villeneuve - Immeuble Le Capella,,,92024,92587,CLICHY,12,23,,M,Masculin,E,Externe,1,France,99,Non renseigné (inconnu ou sans objet),A,Contrat d'apprentissage,113,CHOMAGE,113,CHOMAGE,95,95585,95200,SARCELLES,4754Z,95.0,95063.0,92,0a413307-82d7-42db-8520-4287a229f29e,3adb1c93-5a09-4aa0-aeef-61fcdaf5f118,9ece390a-1e06-4e89-b332-e3c2cfc37cde,199c640c-cb2d-4f4d-91c3-276b53ae4d48,6b10d4f1-baaa-42c1-a3e2-f7e2a2dec3ea,4ea9948f-792c-4483-a358-7c34e8c3ceff
9/10/2024,32033107,Opticien lunetier (BTS),3,BTS,331,Santé,"Santé, sanitaire et social",29,Association pour l'Enseignement Privé de l'Optique,31,CFA de l'optique - AEPO,7,24,2,64,0751457B,Local du CFA,CFA de l'Optique,163 rue de Sèvres,,,75115,75015,PARIS,7,21,,F,Féminin,E,Externe,1,France,99,Non renseigné (inconnu ou sans objet),A,Contrat d'apprentissage,47,SECONDE GENERALE OU TECHNOLOGIQUE (en lycée),93,1ERE ANNEE BTS (STATUT APPRENTISSAGE),60,60452,60119,NEUVILLE BOSC,4778A,95.0,95313.0,0751457B,86efbf00-d494-4efe-9c33-968f1ae8169c,22633515-53e5-4c58-99b4-02daee4bf5b9,443bdb55-3d9e-4bd3-bfe7-f690329965ec,96988092-f1a1-428e-8c38-913130def7f7,bc7d4126-9374-4ca3-94ad-6367f00deef5,aaf860ad-611b-4eb7-b143-2de0a1100e54
9/10/2024,25033105,Sante spé bio analyses et qualité pour les laboratoires d'analyse médicale (LP Paris 11),2,LICENCE PRO,331,Santé,"Santé, sanitaire et social",33,Centre Régional de Formation Multiprofessionnel,35,CFA CERFAL - Centre Régional Multiprofessionnel,89,12,1,1964,0753537M,UFA (L6232-8),Ecole Supérieure des Technologies de Biologie Appliquée,56 rue Planchat,,,75120,75020,PARIS,89,23,,F,Féminin,E,Externe,1,France,99,Non renseigné (inconnu ou sans objet),A,Contrat d'apprentissage,111,EMPLOI (Y COMPRIS CES),111,EMPLOI (Y COMPRIS CES),75,75120,75020,PARIS,8211Z,75.0,75112.0,993,6a81dace-fcea-4d30-a981-d14a15515ec8,93ec2628-56a2-44a8-8572-b12ebdc480da,ca14b10d-cf80-4f22-ab67-21a0afb10dcc,3f26aa5d-60cd-4c9c-af7e-79892501f881,bddac445-8f10-4fec-a420-033a198708f6,3e277c2e-2290-4f21-bd83-932584e114cd
9/10/2024,26X31201,Responsable de développement commercial (TITRE PRO Niv 2),2,TH2-X,312,"Commerce, vente","Commerce, vente",53,Institut de Gestion Sociale,61,CFA Institut de Gestion Sociale,52,24,1,103,0754738T,Annexe du CFA,CFA Bureautique Appliquée,7 rue Pierre Dupont,,,75110,75010,PARIS,52,23,N,F,Féminin,X,Interne/Externe,1,France,99,Non renseigné (inconnu ou sans objet),A,Contrat d'apprentissage,95,2EME ANNEE BTS (STATUT APPRENTISSAGE),109,CONTRAT DE PROFESSIONNALISATION,95,95555,95210,SAINT-GRATIEN,6419Z,75.0,75109.0,75,20d83d2f-fcaf-4c06-a821-b00c5d3b5f8e,36ec7fe2-b20a-4129-957f-32188f121527,4a4ae2a7-0514-4499-bb30-4c95e807f4cf,326f111a-8cb1-49ee-86fe-5b6291f9a36a,8bd8c696-671e-4572-ba2d-aab19b90474c,3e630f7a-ce68-4ffb-9035-85fd9730470a
9/10/2024,16031203,Diplôme de l'institut international de commerce et de distribution de Paris (ICD),1,DIV-1,312,"Commerce, vente","Commerce, vente",53,Institut de Gestion Sociale,61,CFA Institut de Gestion Sociale,43,24,1,103,0754738T,Annexe du CFA,CFA Bureautique Appliquée,7 rue Pierre Dupont,,,75110,75010,PARIS,43,22,N,F,Féminin,X,Interne/Externe,1,France,99,Non renseigné (inconnu ou sans objet),A,Contrat d'apprentissage,69,AUTRE SCOLARITE SUPERIEURE,69,AUTRE SCOLARITE SUPERIEURE,78,78380,78580,MAULE,7820Z,75.0,75116.0,75,cc0b6827-115a-44a8-b527-17bb3d9e8ac0,73b62379-3b53-4d5b-9fcc-02a25b586125,dd47e3c5-b3bc-46fb-a48f-b546a245425a,056f705d-b5b3-42e9-a648-4976e3cc6bbb,87b8187b-4dca-42ee-9465-b5f08beadbf7,d7c14832-5cd4-4bbf-b377-adac47821a6f
9/10/2024,1702550B,"Ingénieur diplôme de l'EPU pierre et marie curie de l'université Paris VI, spécialité électronique et informatique industrielle",1,ING,255,"Electricité, électronique (non compris automatismes, productique)","Électricité, électronique",57,Chambre de Commerce et d'Industrie de Versailles Val d'Oise - Yvelines,74,CFA de la CCIV-Université Pierre-et-Marie-Curie-Paris VI,1,36,1,1912,0751722P,Local du CFA,CFA UPMC - Université Pierre et Marie Curie,Batiment Esclangon - Atrium,Place Jussieu,,75105,75005,PARIS,1,22,,M,Masculin,E,Externe,1,France,99,Non renseigné (inconnu ou sans objet),A,Contrat d'apprentissage,61,2EME ANNEE BTS (en lycée),61,2EME ANNEE BTS (en lycée),93,93051,93160,NOISY-LE-GRAND,4531Z,95.0,95901.0,94,bc62390e-a266-4d6a-a168-e436f391dc85,6c6f3fe3-39b7-4148-9af1-b8df3f336af0,97fd3eaf-ea87-4311-9564-8ee041bd2bec,43a04a2d-01eb-45c9-b2d4-fe3345bef4e2,77381418-e392-4883-bbd6-7f70c75e359f,6a2b3a86-9444-463f-bf62-624eeb45e41b
9/10/2024,26N3150A,Responsable de la Gestion des Ressources Humaines (IGS),2,TH2-N,315,"Ressources humaines, gestion du personnel, gestion de l'emploi",Gestion des ressources humaines,53,Institut de Gestion Sociale,61,CFA Institut de Gestion Sociale,48,24,1,102,0752944T,Local du CFA,CFA Bureautique Appliquée,12 rue Alexandre Parodi,,,75110,75010,PARIS,48,22,N,F,Féminin,X,Interne/Externe,1,France,99,Non renseigné (inconnu ou sans objet),A,Contrat d'apprentissage,99,2EME ANNEE DUT (STATUT APPRENTISSAGE),97,1ERE ANNEE DUT (STATUT APPRENTISSAGE),60,60463,60180,NOGENT SUR OISE,2550B,60.0,60004.0,75,07a18079-e831-4fe8-ab44-bf7fb34558b5,bad2955a-26cf-4292-a6d5-414031d98c5e,0f741f38-d869-4003-a7fc-f09e87acabf4,fbd77e0a-36b5-4e09-a664-19571c2c84c2,ec265407-f13f-40e4-a30a-b23a29d0a166,7fa5a4c4-4477-47f4-98ab-5ebfb4e38bb3
9/10/2024,35011601,Chimie option : chimie (DUT),3,DUT,116,Chimie,Mathématiques et sciences,5,Association pour la Formation dans les Industries Chimiques et Parachimiques de la région IdF,5,CFA AFI 24 Île-de-France,30,12,1,555,0942072S,UFA (L6232-8),Université Paris XII Val-de-Marne - Vitry,122 rue Paul Armangot,,,94081,94400,VITRY-SUR-SEINE,30,19,,F,Féminin,E,Externe,1,France,99,Non renseigné (inconnu ou sans objet),A,Contrat d'apprentissage,63,1ERE ANNEE IUT,63,1ERE ANNEE IUT,94,94046,94700,MAISONS-ALFORT,4675Z,92.0,92051.0,0942072S,f741ef60-0833-45fd-85be-910c4639b1ad,6fccd013-a38c-42e3-ab45-fe3ab0f0ed2f,ab901709-b140-4d05-8803-36ac3bb9d475,2673a025-c05b-44be-8115-3d8a3f99bfbe,35977b4f-09a3-4fdd-9212-cead58670fa3,212a65bc-de9e-4ffe-a8c4-775e50f8cd48
9/10/2024,25023204,Bâtiment et construction spé gestion technique du patrimoine immobilier (LP Cergy),2,LICENCE PRO,232,Bâtiment : construction et couverture,Bâtiment : construction et couverture,14,Association pour la Formation Universitaire par l'Apprentissage,14,CFA SUP 2000,117,12,1,1159,0951750L,Convention L6231-3,Université de Cergy-Pontoise - IUT de Cergy - Neuville,1 rue d'Eragny,,,95127,95031,CERGY-PONTOISE,117,21,,M,Masculin,E,Externe,1,France,33,Cadre de la fonction publique,A,Contrat d'apprentissage,61,2EME ANNEE BTS (en lycée),61,2EME ANNEE BTS (en lycée),91,91103,91220,BRETIGNY-SUR-ORGE,5590Z,75.0,75111.0,0910975R,8e67867e-f722-4634-a01c-ee8bd69461d7,376f72d2-1479-44b0-98b8-cfd9fec99511,497aa649-5734-47f3-a14a-361db1308005,b7ad2d7b-4d25-402b-85b4-21461d9a3037,ecb8852f-1c10-426f-aa15-2df06b65a10c,c29c5691-bdee-42b9-a4f6-63ae0308e284
9/10/2024,26031403,Comptabilité et gestion ( DCG),2,DIV-2,314,"Comptabilité, gestion","Comptabilité, gestion",33,Centre Régional de Formation Multiprofessionnel,35,CFA CERFAL - Centre Régional Multiprofessionnel,145,24,2,551,0940878U,UFA (L6232-8),Lycée Teilhard-de-Chardin,1 place d'Armes,,,94068,94100,SAINT-MAUR-DES-FOSSES,145,23,,F,Féminin,E,Externe,1,France,99,Non renseigné (inconnu ou sans objet),A,Contrat d'apprentissage,61,2EME ANNEE BTS (en lycée),105,APPRENTISSAGE BAC+3 (STATUT APPRENTISSAGE),94,94068,94100,SAINT-MAUR-DES-FOSSES,6920Z,94.0,94901.0,0940878U,40f25d01-bd84-4b44-b01d-a14e6dbba9c0,effb3fd9-d0d8-4788-8959-3faea6743cc7,5fdf0dbb-aea9-40ac-a156-6def87257f35,1a572be2-9db0-4af6-929c-c4bcfece1f36,2881343f-3d62-4451-b3dd-be316ee9a73c,fcc6fd5e-1de3-4563-98ff-83f2ae1e19ea
9/10/2024,13525101,Sciences et technologies : sciences pour l'ingénieur mécanique et ses couplages (MASTER Paris 10),1,MASTER PRO,251,"Mécanique générale et de précision, usinage","Mécanique générale et de précision, usinage",14,Association pour la Formation Universitaire par l'Apprentissage,14,CFA SUP 2000,188,12,1,1480,0920956P,Convention L6231-3,Université Paris Ouest Nanterre La Défense - UFR Sitec,1 chemin Desvallières,,,92077,92410,VILLE-D'AVRAY,188,25,,M,Masculin,E,Externe,1,France,99,Non renseigné (inconnu ou sans objet),A,Contrat d'apprentissage,107,APPRENTISSAGE BAC+4 (STATUT APPRENTISSAGE),107,APPRENTISSAGE BAC+4 (STATUT APPRENTISSAGE),92,92002,92160,ANTONY,2790Z,93.0,93070.0,0922472M,89cb8570-e08e-4c52-a14f-c7cf305a6879,5c291952-66ce-4b1d-bfe2-315677089db3,6dadd205-e514-4778-aa05-894be5184b4c,f46f7b12-df45-4d33-8424-f54d6563df48,1a74c374-4486-4b74-84a2-ae868b2fa1fb,68320168-188b-4119-9a72-481f63230876
9/10/2024,26E31103,Manager opérationnel transports et logistique,2,TH2-E,311,"Transport, manutention, magasinage","Transport, logistique",9,Association pour le développement de la Formation dans les Transports,9,CFA des métiers du transport-AFT,27,24,1,539,0753579H,Annexe du CFA,Ecole Supérieure des Transports,62 rue de Miromesnil,,,75108,75008,PARIS,27,22,,M,Masculin,D,Demi-pensionnaire,1,France,61,Ouvrier qualifié,A,Contrat d'apprentissage,45,TERMINALE PROFESSIONNELLE (2EME ANNEE BAC PRO OU BT) (en lycée),95,2EME ANNEE BTS (STATUT APPRENTISSAGE),28,28085,28000,CHARTRES,4672Z,78.0,78486.0,0780762E,15f4e01e-0a48-43f6-b3fd-aee7e49d989a,2150814c-f174-4db8-ad19-80eface79bf6,3e8ceb17-1bc1-46a9-bf79-0a986324e6aa,778f26b9-53e2-4a4d-a40e-5e7bf5ab75d5,018606bc-8a93-482b-b35b-5e47d33463c7,58fd4620-35fe-4b6a-a35d-21febbedccd2
9/10/2024,50033202,Petite enfance (CAP),5,CAP,332,Travail social,"Santé, sanitaire et social",33,Centre Régional de Formation Multiprofessionnel,35,CFA CERFAL - Centre Régional Multiprofessionnel,154,12,1,892,0754029X,UFA (L6232-8),Lycée Carcado-Saisseval,121 boulevard Raspail,,,75106,75006,PARIS,154,19,,F,Féminin,E,Externe,1,France,48,Contremaître agent de maîtrise,A,Contrat d'apprentissage,45,TERMINALE PROFESSIONNELLE (2EME ANNEE BAC PRO OU BT) (en lycée),45,TERMINALE PROFESSIONNELLE (2EME ANNEE BAC PRO OU BT) (en lycée),92,92048,92360,MEUDON,8411Z,92.0,92072.0,92,7b90a411-a8cd-4a66-a3b9-44c73da31e57,b3aa4326-aade-4af4-86d4-3ea3f298023d,0c483259-c093-48bb-988a-7d408c3cba42,648d51bd-790a-4917-9e10-6b5efdb5322f,99c5ac05-00e6-4c47-b7f3-b3e37d9543e8,00502bd5-2cee-425f-bbcc-24d35649480d
