annee_scolaire,diplome,libelle_diplome,code_niveau,type_diplome,code_groupe_specialite,libelle_specialite,libelle_specialite_com,id_og,libelle_og,id_etab,nom_complet_cfa,numero_section,duree_formation_mois,annee_formation,id_siteformation,code_uai_site,libelle_lien_cfa,nom_site_formation,adresse1_site,adresse2_site,adresse3_site,code_commune_site_insee,code_postal_site,libelle_ville_site,num_section,age_jeune_decembre,handicap_oui_non_vide,code_sexe,sexe,code_qualite,libelle_qualite,code_nationalite,libelle_nationalite,code_pcs,libelle_pcs_parent,code_statut_jeune,libelle_statut_jeune,code_origine_prec_cfa,libelle_origine_prec_cfa,code_origine_annee_prec,libelle_origine_annee_prec,code_depart_jeune_insee,code_commune_jeune_insee,code_postal_jeune,libelle_ville_jeune,code_naf_entreprise,depart_entreprise,code_insee_entreprise,code_uai_etab_annee_prec
9/10/2024,1702000H,"Ingénieur des techniques de l'industrie, spécialité maintenance et fiabilité des processus industriels, diplôme de l'université de Marne-la-Vallée",1,ING,200,"Technol. industrielles fondamentales (génie industriel, et procédés de transformation, spécia. à dominante fonctionnelle",Technologies et management de la production,95,Association INGENIEURS 2000,133,CFA Ingénieurs 2000,6,36,1,1691,0772502B,Convention L6231-3,Université de Marne-la-Vallée - Cité Descartes,5 boulevard Descartes,,,77083,77450,CHAMPS-SUR-MARNE,6,22,N,M,Masculin,E,Externe,1,France,99,Non renseigné (inconnu ou sans objet),A,Contrat d'apprentissage,95,2EME ANNEE BTS (STATUT APPRENTISSAGE),95,2EME ANNEE BTS (STATUT APPRENTISSAGE),77,77083,77310,CHAMPS-SUR-MARNE,2711Z,62,62823,94
9/10/2024,40031202,Commerce (BAC PRO),4,BAC PRO,312,"Commerce, vente","Commerce, vente",6,Association pour le Développement de la Formation dans les Professions du Commerce,6,CFA Stephenson,7,24,1,10,0752206R,Local du CFA,CFA Stephenson,48 rue Stephenson,,,75118,75018,PARIS,7,21,,M,Masculin,E,Externe,1,France,99,Non renseigné (inconnu ou sans objet),A,Contrat d'apprentissage,81,2EME ANNEE BEP (STATUT APPRENTISSAGE),81,2EME ANNEE BEP (STATUT APPRENTISSAGE),93,93055,93500,PANTIN,4719A,75,75101,75
9/10/2024,35020007,"Qualité, logistique industrielle et organisation (DUT)",3,DUT,200,"Technol. industrielles fondamentales (génie industriel, et procédés de transformation, spécia. à dominante fonctionnelle",Technologies et management de la production,141,FORMASUP PARIS,257,CFA FORMASUP Paris,144,12,1,1588,0932214B,UFA (L6232-8),Université Paris VIII - IUT de Montreuil,140 rue de la Nouvelle France,,,93048,93100,MONTREUIL,144,21,,M,Masculin,E,Externe,1,France,99,Non renseigné (inconnu ou sans objet),A,Contrat d'apprentissage,67,1ER CYCLE UNIVERSITAIRE (DEUG...),67,1ER CYCLE UNIVERSITAIRE (DEUG...),92,92019,92290,CHATENAY-MALABRY,8411Z,1,1004,993
9/10/2024,50025523,Préparation et réalisation d'ouvrages électriques (CAP),5,CAP,255,"Electricité, électronique (non compris automatismes, productique)","Électricité, électronique",33,Centre Régional de Formation Multiprofessionnel,35,CFA CERFAL - Centre Régional Multiprofessionnel,99,24,1,854,0931797Y,UFA (L6232-8),Lycée Saint-Jean-Baptiste-de-la-Salle,6-8 place de la Résistance,,,93066,93210,SAINT-DENIS,99,17,,M,Masculin,E,Externe,1,France,99,Non renseigné (inconnu ou sans objet),A,Contrat d'apprentissage,23,3EME GENERALE (en collège),23,3EME GENERALE (en collège),92,92004,92600,ASNIERES-SUR-SEINE,4321A,78,78190,993
9/10/2024,25032002,"Activités et techniques de communication, spécialité services et technologies de l'information et de la communication (LP Marne la Vallée)",2,LICENCE PRO,320,Spécialités plurivalentes de la communication,Communication,14,Association pour la Formation Universitaire par l'Apprentissage,14,CFA SUP 2000,183,12,1,506,0781945R,Convention L6231-3,Université de Versailles Saint-Quentin en Yvelines - IUT de Vélizy,10-12 avenue de l'Europe,,,78640,78140,VELIZY-VILLACOUBLAY,183,22,,F,Féminin,E,Externe,1,France,48,Contremaître agent de maîtrise,A,Contrat d'apprentissage,61,2EME ANNEE BTS (en lycée),61,2EME ANNEE BTS (en lycée),78,78440,78130,LES MUREAUX,6110Z,78,78297,95
9/10/2024,32033418,Animation et gestion touristiques locales (BTS),3,BTS,334,"Accueil, hôtellerie, tourisme","Accueil, hôtellerie, tourisme",6,Association pour le Développement de la Formation dans les Professions du Commerce,6,CFA Stephenson,23,24,1,10,0752206R,Local du CFA,CFA Stephenson,48 rue Stephenson,,,75118,75018,PARIS,23,18,,F,Féminin,E,Externe,1,France,99,Non renseigné (inconnu ou sans objet),A,Contrat d'apprentissage,51,TERMINALE GENERALE (en lycée),51,TERMINALE GENERALE (en lycée),93,93005,93600,AULNAY-SOUS-BOIS,5510Z,75,75108,93
9/10/2024,13531221,Sciences de gestion : management et conseil management commercial (MASTER Paris 12),1,MASTER PRO,312,"Commerce, vente","Commerce, vente",14,Association pour la Formation Universitaire par l'Apprentissage,14,CFA SUP 2000,159,12,1,1059,0941481Z,Convention L6231-3,Université Paris Est Créteil - UFR Sciences Economiques et Gestion,61 avenue du Général de Gaulle,,,94028,94010,CRETEIL,159,22,,M,Masculin,E,Externe,1,France,99,Non renseigné (inconnu ou sans objet),A,Contrat d'apprentissage,65,2EME ANNEE IUT,107,APPRENTISSAGE BAC+4 (STATUT APPRENTISSAGE),94,94060,94510,LA QUEUE-EN-BRIE,4329B,75,75112,0941288P
9/10/2024,13531221,Sciences de gestion : management et conseil management commercial (MASTER Paris 12),1,MASTER PRO,312,"Commerce, vente","Commerce, vente",14,Association pour la Formation Universitaire par l'Apprentissage,14,CFA SUP 2000,159,12,1,1059,0941481Z,Convention L6231-3,Université Paris Est Créteil - UFR Sciences Economiques et Gestion,61 avenue du Général de Gaulle,,,94028,94010,CRETEIL,159,24,,M,Masculin,E,Externe,1,France,99,Non renseigné (inconnu ou sans objet),A,Contrat d'apprentissage,999,INCONNUE,107,APPRENTISSAGE BAC+4 (STATUT APPRENTISSAGE),95,95582,95110,SANNOIS,5829C,75,75102,0941288P
9/10/2024,45033104,Préparateur en pharmacie (BP),4,BP,331,Santé,"Santé, sanitaire et social",7,"Association des Cours Professionnels de Pharmacie, Santé, Sanitaire, Social et Environnement et Sciences de la Vie",7,"CFA Pharmacie, Santé, Sanitaire et Social",4,24,1,16,0780293V,Local du CFA,Centre Jean Brudon,Le Technoparc,14 rue Gustave Eiffel,,78498,78300,POISSY,4,19,,F,Féminin,E,Externe,1,France,99,Non renseigné (inconnu ou sans objet),A,Contrat d'apprentissage,53,TERMINALE TECHNOLOGIQUE (en lycée),53,TERMINALE TECHNOLOGIQUE (en lycée),78,78307,78125,HERMERAY,4773Z,78,78160,993
9/10/2024,26031403,Comptabilité et gestion ( DCG),2,DIV-2,314,"Comptabilité, gestion","Comptabilité, gestion",53,Institut de Gestion Sociale,61,CFA Institut de Gestion Sociale,60,36,1,102,0752944T,Local du CFA,CFA Bureautique Appliquée,12 rue Alexandre Parodi,,,75110,75010,PARIS,60,24,N,F,Féminin,X,Interne/Externe,1,France,99,Non renseigné (inconnu ou sans objet),A,Contrat d'apprentissage,61,2EME ANNEE BTS (en lycée),61,2EME ANNEE BTS (en lycée),95,95280,95190,GOUSSAINVILLE,6920Z,75,75101,75
9/10/2024,40031202,Commerce (BAC PRO),4,BAC PRO,312,"Commerce, vente","Commerce, vente",6,Association pour le Développement de la Formation dans les Professions du Commerce,6,CFA Stephenson,7,24,2,10,0752206R,Local du CFA,CFA Stephenson,48 rue Stephenson,,,75118,75018,PARIS,7,22,,F,Féminin,E,Externe,1,France,99,Non renseigné (inconnu ou sans objet),A,Contrat d'apprentissage,51,TERMINALE GENERALE (en lycée),89,1ERE ANNEE BAC PRO OU BT (STATUT APPRENTISSAGE),92,92024,92110,CLICHY,4771Z,75,75109,0752206R
9/10/2024,51031205,Vente - action marchande (BEP),5,BEP,312,"Commerce, vente","Commerce, vente",57,Chambre de Commerce et d'Industrie de Versailles Val d'Oise - Yvelines,72,CFA de la CCIV-Adolphe Chauvin,14,24,2,121,0951286G,Local du CFA,CFA CCIV - IFA Adolphe-Chauvin,22 rue des Beaux Soleils,,,95476,95520,OSNY,14,18,,M,Masculin,E,Externe,1,France,99,Non renseigné (inconnu ou sans objet),A,Contrat d'apprentissage,37,SECONDE PROFESSIONNELLE (1ERE A DE BEP) OU 1ERE A CAP EN 2 ANS (en lycée),79,1ERE ANNEE BEP (STATUT APPRENTISSAGE),27,27199,27720,DANGU,4752A,27,27226,0951286G
9/10/2024,40023002,Technicien du bâtiment : études et économie (BAC PRO),4,BAC PRO,230,"Spécialités pluri-technologiques, génie civile, construction, bois","Études et organisation (BTP, bois)",34,Chambre d'Apprentissage de la Maçonnerie et du Béton Armé,36,CFA du bâtiment Saint-Lambert Formation,9,24,1,72,0751508G,Local du CFA,CFA des métiers du Bâtiment,7 rue St Lambert,,,75115,75015,PARIS,9,20,,M,Masculin,E,Externe,3,Autre,99,Non renseigné (inconnu ou sans objet),A,Contrat d'apprentissage,75,2EME ANNEE CAP OU AUTRE DIPLOME DE NIVEAU V (STATUT APPRENTISSAGE),75,2EME ANNEE CAP OU AUTRE DIPLOME DE NIVEAU V (STATUT APPRENTISSAGE),75,75120,75020,PARIS,4399C,91,91286,75
9/10/2024,35011101,Mesures physiques option : matériaux et contrôles physico-chimiques (DUT),3,DUT,111,Physique-chimie,Mathématiques et sciences,14,Association pour la Formation Universitaire par l'Apprentissage,14,CFA SUP 2000,39,24,1,557,0912021C,Convention L6231-3,Université Paris Sud - IUT d'Orsay,Plateau du Moulon,,,91471,91400,ORSAY,39,19,,M,Masculin,E,Externe,1,France,99,Non renseigné (inconnu ou sans objet),A,Contrat d'apprentissage,51,TERMINALE GENERALE (en lycée),51,TERMINALE GENERALE (en lycée),91,91534,91400,SACLAY,2910Z,78,78640,993
9/10/2024,40023102,Travaux publics (BAC PRO),4,BAC PRO,231,"Mines et carrières, génie civile topographie",Travaux publics,168,Centre Promotionnel d'Orcemont Apprentissage (CPO.A),281,CFA des métiers du BTP-CFM BTP,15,24,1,1893,0780819S,Local du CFA,CFA des Métiers du BTP,13 rue Denis Papin,,,78621,78190,TRAPPES,15,18,,M,Masculin,I,Interne,1,France,99,Non renseigné (inconnu ou sans objet),A,Contrat d'apprentissage,75,2EME ANNEE CAP OU AUTRE DIPLOME DE NIVEAU V (STATUT APPRENTISSAGE),75,2EME ANNEE CAP OU AUTRE DIPLOME DE NIVEAU V (STATUT APPRENTISSAGE),56,56003,56610,ARRADON,4221Z,99,99999,56
9/10/2024,45033104,Préparateur en pharmacie (BP),4,BP,331,Santé,"Santé, sanitaire et social",7,"Association des Cours Professionnels de Pharmacie, Santé, Sanitaire, Social et Environnement et Sciences de la Vie",7,"CFA Pharmacie, Santé, Sanitaire et Social",9,24,2,17,0912273B,Local du CFA,Centre Hoche,25 rue Hoche,,,91326,91260,JUVISY-SUR-ORGE,9,20,,F,Féminin,E,Externe,1,France,61,Ouvrier qualifié,A,Contrat d'apprentissage,51,TERMINALE GENERALE (en lycée),85,1ERE ANNEE BP OU BM (STATUT APPRENTISSAGE),45,45306,45210,LA SELLE EN HERMOY,4773Z,77,77340,0780293V
9/10/2024,50025411,Carrosserie réparation (CAP),5,CAP,254,"Structures métalliques (y compris soudure, carrosserie, coque bateau, cellule avion)","Travail du métal : carrosserie, chaudronnerie, peinture",52,Association Régionale pour la Formation Professionnelle Automobile,55,CFA AFORPA - Métiers de l'automobile - JC. Andrieu,7,24,2,96,0942120U,Local du CFA,CFA des Métiers de l'Automobile - Site Andrieu,150-156 rue du Maréchal Leclerc,,,94069,94410,SAINT-MAURICE,7,17,,M,Masculin,E,Externe,1,France,99,Non renseigné (inconnu ou sans objet),A,Contrat d'apprentissage,9,"AUTRE SPECIAL MEDICO EDUCATIF (,IME,IMP) (en collège)",73,1ERE ANNEE CAP OU AUTRE DIPLOME DE NIVEAU V (STATUT APPRENTISSAGE),94,94002,94140,ALFORTVILLE,4520A,94,94017,0942120U
9/10/2024,13531050,"Gestion, économie : sciences de gestion, spécialité management stratégique internationale (MASTER PARIS X)",1,MASTER PRO,310,Spécialités plurivalentes des échanges et de la gestion (y compris administr. générale des entreprises et collectivités),Administration et management des entreprises,14,Association pour la Formation Universitaire par l'Apprentissage,14,CFA SUP 2000,247,12,1,901,0921204J,Convention L6231-3,Université Paris Ouest Nanterre La Défense,200 avenue de la République,,,92050,92001,NANTERRE,247,24,,M,Masculin,E,Externe,1,France,54,Employé administratif d'entreprise,A,Contrat d'apprentissage,69,AUTRE SCOLARITE SUPERIEURE,69,AUTRE SCOLARITE SUPERIEURE,78,78646,78000,VERSAILLES,4773Z,92,92012,993
9/10/2024,26031001,Diplôme de l'école ESSEC,2,DIV-2,310,Spécialités plurivalentes des échanges et de la gestion (y compris administr. générale des entreprises et collectivités),Administration et management des entreprises,67,Association pour la Formation par l'Apprentissage CCIV - ESSEC,99,CFA ESSEC,1,24,2,175,0951929F,Convention L6231-3,ESSEC,Avenue Bernard Hirsch,,,95500,95000,PONTOISE,1,23,,M,Masculin,D,Demi-pensionnaire,1,France,99,Non renseigné (inconnu ou sans objet),A,Contrat d'apprentissage,69,AUTRE SCOLARITE SUPERIEURE,117,AUTRE,75,75115,75015,PARIS,6420Z,92,92026,0951929F
9/10/2024,26031403,Comptabilité et gestion ( DCG),2,DIV-2,314,"Comptabilité, gestion","Comptabilité, gestion",205,Association Faculte des Metiers de l'Essonne,361,CFA de la Faculté des Métiers de l'Essonne,92,36,1,2011,0912263R,Local du CFA,CFA FDME - Site de Massy,98 rue de Paris,,,91377,91300,MASSY,92,23,,M,Masculin,E,Externe,1,France,22,Commercant et assimilé,A,Contrat d'apprentissage,45,TERMINALE PROFESSIONNELLE (2EME ANNEE BAC PRO OU BT) (en lycée),109,CONTRAT DE PROFESSIONNALISATION,91,91377,91300,MASSY,6920Z,91,91634,75
9/10/2024,40032402,Secrétariat (BAC PRO),4,BAC PRO,324,"Secrétariat, bureautique","Secrétariat, bureautique",57,Chambre de Commerce et d'Industrie de Versailles Val d'Oise - Yvelines,75,CFA de la CCIV-Centre R. Delorozoy,11,24,2,124,0781809T,Local du CFA,CFA CCIV - IFA Robert-Delorozoy,7 avenue des Trois Peuples,,,78423,78180,MONTIGNY-LE-BRETONNEUX,11,19,,F,Féminin,E,Externe,1,France,99,Non renseigné (inconnu ou sans objet),A,Contrat d'apprentissage,39,TERMINALE DE BEP OU 2EME ANNEE CAP EN 2 ANS (en lycée),89,1ERE ANNEE BAC PRO OU BT (STATUT APPRENTISSAGE),78,78361,78200,MANTES-LA-JOLIE,7120B,75,75101,0781809T
9/10/2024,25031501,Gestion des ressources humaines spé gestion des ressources humaines (LP),2,LICENCE PRO,315,"Ressources humaines, gestion du personnel, gestion de l'emploi",Gestion des ressources humaines,56,Association pour la Promotion et la Gestion d'un Centre d'Enseignement Supérieur par l'Apprentissage à Evry,69,CFA d' Évry Val d'Essonne,52,12,1,571,0912128U,Convention L6231-3,Université d'Evry-Val d'Essonne - IUT d'Evry - Site de Brétingy,Château La Fontaine,Chemin de la Tuilerie,,91103,91220,BRETIGNY-SUR-ORGE,52,22,,M,Masculin,E,Externe,1,France,99,Non renseigné (inconnu ou sans objet),A,Contrat d'apprentissage,999,INCONNUE,999,INCONNUE,77,77122,77380,COMBS-LA-VILLE,3030Z,77,77296,993
9/10/2024,45033104,Préparateur en pharmacie (BP),4,BP,331,Santé,"Santé, sanitaire et social",7,"Association des Cours Professionnels de Pharmacie, Santé, Sanitaire, Social et Environnement et Sciences de la Vie",7,"CFA Pharmacie, Santé, Sanitaire et Social",16,36,2,17,0912273B,Local du CFA,Centre Hoche,25 rue Hoche,,,91326,91260,JUVISY-SUR-ORGE,16,19,,F,Féminin,E,Externe,1,France,99,Non renseigné (inconnu ou sans objet),A,Contrat d'apprentissage,23,3EME GENERALE (en collège),117,AUTRE,91,91657,91270,VIGNEUX-SUR-SEINE,4773Z,91,91657,0780293V
9/10/2024,25022214,Industries chimiques et pharmaceutiques spé métiers de la chimie organique : synthèse et analyse (LP Paris 6),2,LICENCE PRO,222,Transformations chimiques et apparentées (y compris industrie pharmaceutique),"Chimie (parfum, cosmétique, pétrole, traitement de l'eau...)",5,Association pour la Formation dans les Industries Chimiques et Parachimiques de la région IdF,5,CFA AFI 24 Île-de-France,27,12,1,1013,0751722P,UFA (L6232-8),UPMC Paris Universitas Paris 6,4 place Jussieu,,,75105,75005,PARIS,27,22,,F,Féminin,E,Externe,1,France,99,Non renseigné (inconnu ou sans objet),A,Contrat d'apprentissage,61,2EME ANNEE BTS (en lycée),61,2EME ANNEE BTS (en lycée),92,92050,92000,NANTERRE,2120Z,91,91661,0921156G
9/10/2024,1703260D,"Ingénieur des techniques de l'industrie, spécialité informatique et réseaux, diplôme de l'université de Marne-la-Vallée",1,ING,326,"Informatique, traitement de l'information, réseaux de transmission des données","Informatique, réseaux",95,Association INGENIEURS 2000,133,CFA Ingénieurs 2000,8,36,3,1691,0772502B,Convention L6231-3,Université de Marne-la-Vallée - Cité Descartes,5 boulevard Descartes,,,77083,77450,CHAMPS-SUR-MARNE,8,23,N,M,Masculin,E,Externe,1,France,99,Non renseigné (inconnu ou sans objet),A,Contrat d'apprentissage,65,2EME ANNEE IUT,107,APPRENTISSAGE BAC+4 (STATUT APPRENTISSAGE),77,77337,77186,NOISIEL,3320C,77,77083,94
9/10/2024,32033602,Esthétique cosmétique (BTS),3,BTS,336,"Coiffure, esthétique, et autres spécialités des services aux personnes","Coiffure, esthétique",39,Association de Formation Coiffure,41,CFA Soins Personnels Coiffure - Ambroise-Croisat,23,24,1,2107,0750739W,Annexe du CFA,CFA Ambroise Croisat,74 bis rue Lauriston,,,75105,75016,PARIS,23,20,,F,Féminin,E,Externe,1,France,99,Non renseigné (inconnu ou sans objet),A,Contrat d'apprentissage,999,INCONNUE,999,INCONNUE,75,75119,75019,PARIS,9602B,75,75116,993
9/10/2024,32031405,Assistant de gestion de PME-PMI (BTS),3,BTS,314,"Comptabilité, gestion","Comptabilité, gestion",54,Association de Gestion des Formations en Alternance pour les PME,62,CFA PME apprentissage,35,24,1,152,0922464D,Convention L6231-3,Lycée Louise Michel,11 boulevard du Midi,,,92050,92000,NANTERRE,35,21,,F,Féminin,D,Demi-pensionnaire,1,France,99,Non renseigné (inconnu ou sans objet),A,Contrat d'apprentissage,999,INCONNUE,999,INCONNUE,95,95018,95100,ARGENTEUIL,5911A,75,75117,993
9/10/2024,51025509,Métiers de l'électrotechnique (BEP),5,BEP,255,"Electricité, électronique (non compris automatismes, productique)","Électricité, électronique",55,Association pour la Formation et le Perfectionnement du personnel des entreprises industrielles,68,CFA AFORP - Drancy,31,24,2,113,0931025J,Local du CFA,CFAI AFORP,Rue de la Butte,,,93029,93700,DRANCY,31,19,,M,Masculin,E,Externe,1,France,99,Non renseigné (inconnu ou sans objet),A,Contrat d'apprentissage,37,SECONDE PROFESSIONNELLE (1ERE A DE BEP) OU 1ERE A CAP EN 2 ANS (en lycée),37,SECONDE PROFESSIONNELLE (1ERE A DE BEP) OU 1ERE A CAP EN 2 ANS (en lycée),78,78361,78200,MANTES-LA-JOLIE,6820A,75,75105,78
9/10/2024,17020001,"Ingénieur des techniques de l'industrie, spécialité génie industriel, diplôme de l'école nationale supérieure d'arts et métiers ENSAM",1,ING,200,"Technol. industrielles fondamentales (génie industriel, et procédés de transformation, spécia. à dominante fonctionnelle",Technologies et management de la production,95,Association INGENIEURS 2000,133,CFA Ingénieurs 2000,12,36,1,763,0753472S,Convention L6231-3,Ecole Nationale Supérieure des Arts et Métiers,151 boulevard de l'Hôpital,,,75113,75013,PARIS,12,22,N,M,Masculin,E,Externe,1,France,99,Non renseigné (inconnu ou sans objet),A,Contrat d'apprentissage,65,2EME ANNEE IUT,65,2EME ANNEE IUT,77,77081,77390,CHAMPDEUIL,3091Z,77,77083,94
9/10/2024,25022203,Industries chimiques et pharmaceutiques spé gestion de la qualité et des risques dans les bio-industries (LP Paris 6),2,LICENCE PRO,222,Transformations chimiques et apparentées (y compris industrie pharmaceutique),"Chimie (parfum, cosmétique, pétrole, traitement de l'eau...)",57,Chambre de Commerce et d'Industrie de Versailles Val d'Oise - Yvelines,74,CFA de la CCIV-Université Pierre-et-Marie-Curie-Paris VI,20,12,1,1912,0751722P,Local du CFA,CFA UPMC - Université Pierre et Marie Curie,Batiment Esclangon - Atrium,Place Jussieu,,75105,75005,PARIS,20,22,,F,Féminin,E,Externe,1,France,99,Non renseigné (inconnu ou sans objet),A,Contrat d'apprentissage,95,2EME ANNEE BTS (STATUT APPRENTISSAGE),95,2EME ANNEE BTS (STATUT APPRENTISSAGE),89,89261,89190,MOLINONS,8411Z,21,21231,993
9/10/2024,26031403,Comptabilité et gestion ( DCG),2,DIV-2,314,"Comptabilité, gestion","Comptabilité, gestion",217,Institut Supérieur des Techniques Avancées d'Administration et de Management,370,CFA Institut Supérieur des Techniques Avancées - INSTA,4,24,2,1620,0755432X,Local du CFA,CFA Institut Supérieur des Techniques Avancées - INSTA,37 bis rue des Trois Bornes,,,75105,75011,PARIS,4,20,N,F,Féminin,E,Externe,1,France,99,Non renseigné (inconnu ou sans objet),A,Contrat d'apprentissage,61,2EME ANNEE BTS (en lycée),61,2EME ANNEE BTS (en lycée),75,75118,75018,PARIS,6920Z,95,95351,75
9/10/2024,32033602,Esthétique cosmétique (BTS),3,BTS,336,"Coiffure, esthétique, et autres spécialités des services aux personnes","Coiffure, esthétique",39,Association de Formation Coiffure,41,CFA Soins Personnels Coiffure - Ambroise-Croisat,23,24,1,2107,0750739W,Annexe du CFA,CFA Ambroise Croisat,74 bis rue Lauriston,,,75105,75016,PARIS,23,19,,F,Féminin,E,Externe,1,France,99,Non renseigné (inconnu ou sans objet),A,Contrat d'apprentissage,999,INCONNUE,999,INCONNUE,77,77405,77750,SAINT-CYR-SUR-MORIN,9602B,75,75107,993
9/10/2024,25020058,Production industrielle spé concepteur numérique en design et technique automobile (LP Marne la Vallée),2,LICENCE PRO,200,"Technol. industrielles fondamentales (génie industriel, et procédés de transformation, spécia. à dominante fonctionnelle",Technologies et management de la production,118,Association pour le Développement de la Formation Supérieure par Alternance,157,CFA Descartes de Marne la Vallée,108,12,1,1938,0772223Y,Convention L6231-3,Université de Marne-la-Vallée,Bâtiment Copernic,5 boulevard Descartes,,77083,77420,CHAMPS-SUR-MARNE,108,25,,M,Masculin,E,Externe,1,France,99,Non renseigné (inconnu ou sans objet),A,Contrat d'apprentissage,95,2EME ANNEE BTS (STATUT APPRENTISSAGE),95,2EME ANNEE BTS (STATUT APPRENTISSAGE),93,93027,93120,LA COURNEUVE,2892Z,78,78640,93
9/10/2024,13531062,"Entreprises, services : management et ingénierie économique (MASTER 1 marne la valle)",1,MASTER PRO,310,Spécialités plurivalentes des échanges et de la gestion (y compris administr. générale des entreprises et collectivités),Administration et management des entreprises,118,Association pour le Développement de la Formation Supérieure par Alternance,157,CFA Descartes de Marne la Vallée,148,12,1,1938,0772223Y,Convention L6231-3,Université de Marne-la-Vallée,Bâtiment Copernic,5 boulevard Descartes,,77083,77420,CHAMPS-SUR-MARNE,148,21,,F,Féminin,E,Externe,1,France,99,Non renseigné (inconnu ou sans objet),A,Contrat d'apprentissage,65,2EME ANNEE IUT,105,APPRENTISSAGE BAC+3 (STATUT APPRENTISSAGE),77,77139,77181,COURTRY,4646Z,77,77146,0772455A
9/10/2024,32032607,Informatique de gestion option : administrateur de réseaux locaux d'entreprises (BTS),3,BTS,326,"Informatique, traitement de l'information, réseaux de transmission des données","Informatique, réseaux",56,Association pour la Promotion et la Gestion d'un Centre d'Enseignement Supérieur par l'Apprentissage à Evry,69,CFA d' Évry Val d'Essonne,96,24,2,1213,0912119J,Convention L6231-3,Conservatoire National des Arts et Métiers - CNAM Essonne,19 Cours Blaise Pascal,,,91228,91000,EVRY,96,20,,M,Masculin,E,Externe,1,France,99,Non renseigné (inconnu ou sans objet),A,Contrat d'apprentissage,51,TERMINALE GENERALE (en lycée),93,1ERE ANNEE BTS (STATUT APPRENTISSAGE),91,91482,91470,PECQUEUSE,2640Z,78,78322,0912119J
9/10/2024,50033202,Petite enfance (CAP),5,CAP,332,Travail social,"Santé, sanitaire et social",7,"Association des Cours Professionnels de Pharmacie, Santé, Sanitaire, Social et Environnement et Sciences de la Vie",7,"CFA Pharmacie, Santé, Sanitaire et Social",20,24,2,17,0912273B,Local du CFA,Centre Hoche,25 rue Hoche,,,91326,91260,JUVISY-SUR-ORGE,20,17,,F,Féminin,E,Externe,1,France,52,Employé civil - agent service fonction publique,A,Contrat d'apprentissage,23,3EME GENERALE (en collège),73,1ERE ANNEE CAP OU AUTRE DIPLOME DE NIVEAU V (STATUT APPRENTISSAGE),77,77251,77127,LIEUSAINT,8411Z,77,77494,0780293V
9/10/2024,40023102,Travaux publics (BAC PRO),4,BAC PRO,231,"Mines et carrières, génie civile topographie",Travaux publics,168,Centre Promotionnel d'Orcemont Apprentissage (CPO.A),281,CFA des métiers du BTP-CFM BTP,15,24,2,1893,0780819S,Local du CFA,CFA des Métiers du BTP,13 rue Denis Papin,,,78621,78190,TRAPPES,15,20,,M,Masculin,D,Demi-pensionnaire,1,France,99,Non renseigné (inconnu ou sans objet),A,Contrat d'apprentissage,49,1ERE GENERALE OU TECHNOLOGIQUE (en lycée),89,1ERE ANNEE BAC PRO OU BT (STATUT APPRENTISSAGE),94,94073,94320,THIAIS,4211Z,99,99999,0780819S
9/10/2024,32031406,Comptabilité et gestion des organisations (BTS),3,BTS,314,"Comptabilité, gestion","Comptabilité, gestion",57,Chambre de Commerce et d'Industrie de Versailles Val d'Oise - Yvelines,73,CFA de la CCIV - GESCIA,6,24,1,122,0951721E,Local du CFA,CFA CCIV - IFA Pierre-Salvi,24 bis boulevard d'Ormesson,,,95210,95880,ENGHIEN-LES-BAINS,6,20,,F,Féminin,E,Externe,1,France,99,Non renseigné (inconnu ou sans objet),A,Contrat d'apprentissage,45,TERMINALE PROFESSIONNELLE (2EME ANNEE BAC PRO OU BT) (en lycée),45,TERMINALE PROFESSIONNELLE (2EME ANNEE BAC PRO OU BT) (en lycée),95,95652,95270,VIARMES,8559A,95,95313,95
9/10/2024,56033103,Auxiliaire de puériculture (DIPLOME ETAT Niveau V),5,DIV-5,331,Santé,"Santé, sanitaire et social",133,PARIS-ACADEMIE-ENTREPRISES,176,CFA Paris Académie Entreprises,22,24,1,1997,0754924V,UFA (L6232-8),Lycée Notre-Dame,49 rue Bobillot,,,75113,75013,PARIS,22,23,,F,Féminin,E,Externe,1,France,99,Non renseigné (inconnu ou sans objet),A,Contrat d'apprentissage,999,INCONNUE,81,2EME ANNEE BEP (STATUT APPRENTISSAGE),77,77121,77090,COLLEGIEN,8411Z,75,75112,993
9/10/2024,40032402,Secrétariat (BAC PRO),4,BAC PRO,324,"Secrétariat, bureautique","Secrétariat, bureautique",57,Chambre de Commerce et d'Industrie de Versailles Val d'Oise - Yvelines,75,CFA de la CCIV-Centre R. Delorozoy,11,24,2,124,0781809T,Local du CFA,CFA CCIV - IFA Robert-Delorozoy,7 avenue des Trois Peuples,,,78423,78180,MONTIGNY-LE-BRETONNEUX,11,19,,M,Masculin,E,Externe,1,France,99,Non renseigné (inconnu ou sans objet),A,Contrat d'apprentissage,39,TERMINALE DE BEP OU 2EME ANNEE CAP EN 2 ANS (en lycée),89,1ERE ANNEE BAC PRO OU BT (STATUT APPRENTISSAGE),99,99999,78210,,2815Z,78,78423,0781809T
